communityName,state,countyCode,communityCode,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,medIncome,PctPopUnderPov,PctNotHSGrad,PctUnemployed,PctEmploy,PctForeignBorn,PolicPerPop,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Cullmancity,AL,,,13367,0.2,99.28,0.3,0.53,21114,17.25,34.83,4.42,51.16,0.31,,,0,0,3,16.46,7,38.41,61,334.69,114,625.48,535,2935.37,32,175.57,,,389.55,
Veronatownship,NJ,13,75815,13597,1.76,95.02,2.76,2.02,55248,1.73,10.5,2.54,64.2,6.91,,,0,0,1,7.24,8,57.89,17,123.01,43,311.14,194,1403.76,34,246.02,0,0,188.13,1960.93
Fultoncity,NY,75,27815,12929,0.56,98.14,0.63,1.4,22955,16.3,28.49,10.35,53.06,2.58,,,4,30.81,1,7.7,11,84.72,6,46.21,125,962.72,565,4351.51,15,115.53,4,30.81,169.44,5460.57
Jacksoncity,MS,,,196637,55.75,43.57,0.5,0.45,23270,22.68,24.97,8.79,59.11,1.02,179.4,81593.3,83,42.54,173,88.66,1505,771.31,1019,522.23,7071,3623.87,11603,5946.51,4054,2077.66,145,74.31,1424.74,11722.35
Azusacity,CA,,,41333,3.84,66,6.63,53.45,31889,14.28,37.27,8.28,64.44,29.51,,,4,9.24,17,39.25,101,233.2,163,376.36,565,1304.55,883,2038.79,345,796.58,12,27.71,658.05,4167.63
Barringtontown,RI,1,5140,15849,0.33,98.5,0.96,0.79,53058,1.8,11.13,3.98,64.35,4.49,,,0,0,0,0,5,31.69,8,50.7,31,196.45,263,1666.67,5,31.69,2,12.67,82.38,1907.48
UpperChichestertownship,PA,45,78776,15004,7.95,91.12,0.71,1.07,40216,4.15,21.62,2.91,68.22,1.82,,,0,0,4,26.21,18,117.95,21,137.61,61,399.71,317,2077.19,73,478.34,3,19.66,281.76,2974.9
Homewoodcity,AL,,,22922,8.23,90,1.33,0.83,30516,6.66,9.38,3.15,63.2,3.29,,,2,8.31,4,16.62,58,241.05,26,108.06,180,748.1,1106,4596.65,175,727.32,,,374.05,
Englewoodcity,NJ,3,21480,24850,39.47,49.16,4.94,15.67,46758,8.42,19.9,5.32,66.2,24.81,,,1,4,9,35.97,69,275.8,77,307.78,323,1291.07,694,2774,131,523.62,1,4,623.55,4592.69
Daytoncity,OH,113,21000,182044,40.43,58.37,0.64,0.74,19779,26.53,31.66,10.39,51.62,1.43,282.2,177199.2,49,27.32,269,150.01,1475,822.52,1129,629.58,4303,2399.53,9473,5282.53,2939,1638.91,260,144.99,1629.43,9465.95
SanLeandrocity,CA,,,68223,5.75,74.14,13.77,15.19,35681,4.98,20.55,5.29,60.33,17.18,,,5,7.16,25,35.8,358,512.61,244,349.37,851,1218.52,3408,4879.79,706,1010.9,29,41.52,904.94,7150.73
Simpsonvilletown,SC,,,11708,10.13,88.55,0.67,1.51,34990,4.04,21.56,3.64,74.76,2.33,,,0,0,4,30.79,4,30.79,12,92.36,65,500.27,219,1685.52,13,100.05,0,0,153.93,2285.85
Tooelecity,UT,,,13887,0.36,93.48,0.86,11.26,29784,11.94,22.66,10.08,57.91,1.72,,,1,6.61,3,19.83,1,6.61,25,165.23,114,753.47,523,3456.71,57,376.73,0,0,198.28,4586.91
CanonCitycity,CO,,,12687,1.35,95.71,0.34,7.87,18423,18.95,25.18,9.17,43.99,1.95,,,0,0,11,76.68,6,41.82,15,104.56,155,1080.44,484,3373.76,26,181.24,1,6.97,223.06,4642.41
Summervilletown,SC,,,22519,17.84,80.61,0.74,1.47,31448,9.83,16.7,4.22,67.32,2,,,1,4.43,13,57.59,41,181.64,103,456.32,314,1391.1,1244,5511.25,95,420.88,0,0,699.98,7323.23
WestWhitelandtownship,PA,29,84192,12403,4.2,93.96,1.28,1.32,50598,1.55,6.44,3.06,72.13,4.5,,,0,0,1,7.93,3,23.78,5,39.64,45,356.75,408,3234.5,55,436.02,2,15.86,71.35,4043.13
WhitePlainscity,NY,119,81677,48718,19.03,73.65,3.07,14.16,44004,7.68,19.69,5.02,64.7,21.17,402.6,250609.7,0,0,7,14.09,84,169.08,91,183.17,205,412.64,2201,4430.35,278,559.58,4,8.05,366.34,5410.63
DelCitycity,OK,,,23928,10.97,81.31,1.78,2.95,25550,14.87,23.07,7.85,60.32,2.83,,,2,8.37,19,79.5,28,117.16,21,87.87,286,1196.75,787,3293.16,107,447.74,2,8.37,292.91,4946.02
ElkRivercity,MN,141,18674,11143,0.17,98.62,0.44,0.74,37549,7,14.45,6.97,69.95,0.87,,,0,0,,,2,15.1,11,83.08,96,725.02,348,2628.2,20,151.05,1,7.55,,3511.82
Ridgelandcity,MS,,,11714,12.05,87,0.67,0.94,31938,4.88,8.27,3.2,81.4,1.25,,,1,7.02,3,21.07,22,154.55,10,70.25,108,758.69,589,4137.69,45,316.12,0,0,252.9,5212.5
Laurelcity,MD,,,19438,13.98,79.77,5.02,3.02,44002,3.5,13.22,2.22,82.95,7.05,,,1,4.6,8,36.83,75,345.27,52,239.39,215,989.78,766,3526.38,159,731.98,,,626.09,
Collingswoodborough,NJ,7,14260,15289,3.04,94.32,1.61,2.57,33026,6.09,17.6,3.63,66.51,4.75,,,0,0,0,0,27,187.16,32,221.82,152,1053.65,405,2807.43,136,942.74,2,13.86,408.98,4817.69
LosAltoscity,CA,,,26303,0.41,88.97,10.04,3.02,79579,1.23,4.3,2.87,63.88,13.15,,,0,0,6,21.17,9,31.75,15,52.92,208,733.79,332,1171.24,18,63.5,11,38.81,105.84,2007.34
Owassocity,OK,,,11151,1.33,91.88,0.53,1.17,33000,8.57,15.96,3.92,68.09,1.09,,,0,0,5,38.28,5,38.28,9,68.91,84,643.14,249,1906.44,27,206.72,6,45.94,145.47,2802.24
Milpitascity,CA,,,50686,5.86,52.11,34.67,18.61,55730,4.9,19.05,4.86,68,30.77,,,0,0,18,32.02,62,110.3,104,185.03,408,725.88,1685,2997.79,213,378.95,4,7.12,327.36,4109.74
Monroetown,CT,1,48620,16896,1.65,96.61,1.3,2.11,59967,2.09,10.87,4.25,72.06,5.75,,,0,0,0,0,4,23.32,13,75.8,94,548.1,184,1072.89,17,99.13,3,17.49,99.13,1737.61
Middletowntownship,NJ,25,45990,68183,1.9,94.96,2.66,2.71,54053,2.43,15.09,4.65,65.6,6.98,,,0,0,5,7.01,13,18.22,31,43.45,231,323.8,846,1185.85,44,61.68,1,1.4,68.68,1572.73
SanRafaelcity,CA,,,48404,2.94,83.48,5.5,14.36,41922,8.08,11.04,4.77,65.22,21.36,,,2,4.09,10,20.45,80,163.64,182,372.27,512,1047.27,1943,3974.31,308,630,24,49.09,560.45,5700.67
ElPasocity,TX,,,515342,3.44,76.87,1.16,69.02,23460,25.32,34.67,9.85,55.19,23.37,125,61048.1,47,7.96,281,47.61,1561,264.48,4220,714.99,5643,956.09,29440,4988.01,5546,939.66,461,78.11,1035.05,6961.87
Pembroketown,MA,23,52630,14544,0.5,98.95,0.41,0.45,46932,4.11,12.83,7.29,71.19,2.65,,,0,0,2,12.93,4,25.86,41,265.11,71,459.1,248,1603.62,35,226.32,0,0,303.91,2289.04
Wheelingcity,WV,,,34882,4.46,94.67,0.72,0.3,21053,16.91,25.28,6.66,52.57,1.61,,,1,2.93,12,35.21,56,164.32,113,331.57,388,1138.5,557,1634.39,88,258.22,10,29.34,534.04,3060.45
Northbridgetown,MA,27,46925,13371,0.43,98.98,0.28,0.81,36634,5.86,26.99,7.65,63.46,3.8,,,0,0,3,21.53,1,7.18,90,646.04,53,380.45,163,1170.05,12,86.14,0,0,674.75,1636.64
Moultriecity,GA,,,14865,45.09,54.09,0.17,1.59,16574,34.5,45.64,7.72,51.85,1.01,,,3,19.08,14,89.06,50,318.07,134,852.42,301,1914.76,947,6024.17,68,432.57,4,25.45,1278.63,8396.95
ElRenocity,OK,,,15414,9,80.73,0.54,4.62,22027,20.96,27.8,7.84,48.65,2.32,,,4,25.16,12,75.49,24,150.98,41,257.93,184,1157.52,453,2849.77,57,358.58,18,113.24,509.56,4479.11
Bergenfieldborough,NJ,3,5170,24458,4.19,83.92,9.09,9.21,45713,3.34,17.66,5.04,66.85,20.63,,,0,0,0,0,12,47.97,26,103.94,110,439.75,312,1247.3,25,99.94,1,4,151.91,1791
SpringGardentownship,PA,133,73168,11207,1.02,98.08,0.56,0.76,37044,4.73,16.3,2.8,58.18,2.26,,,0,0,1,8.77,6,52.65,1,8.77,45,394.84,321,2816.53,6,52.65,1,8.77,70.19,3272.79
LomaLindacity,CA,,,17400,6.37,64.08,21.41,13.59,33265,11.76,16.78,4.72,59.42,29.22,,,1,5.39,2,10.77,30,161.55,32,172.32,306,1647.82,527,2837.91,258,1389.34,2,10.77,350.03,5885.84
Moscowcity,ID,,,18519,0.88,94.55,3.47,1.81,19977,23.4,7.68,6.09,56.08,5.76,,,0,0,4,20.61,1,5.15,26,133.96,81,417.33,347,1787.83,17,87.59,4,20.61,159.72,2313.36
Hurstcity,TX,,,33574,2.61,93.35,1.24,5.18,37473,7.77,13.94,5.45,70.08,3.7,,,2,5.57,36,100.23,63,175.39,208,579.08,375,1044.02,1783,4963.95,200,556.81,7,19.49,860.27,6584.26
TerreHautecity,IN,,,57483,9.42,88.63,1.14,1.31,19118,20.43,27.66,8.33,50.05,2.5,192.6,47047.8,6,9.88,31,51.04,48,79.03,110,181.12,1056,1738.76,2839,4674.56,263,433.04,24,39.52,321.08,6885.88
Brawleycity,CA,,,18923,2.48,72.5,1.15,69.1,22365,24.31,48.61,14.81,51.15,23.86,,,1,4.56,4,18.23,38,173.22,174,793.18,437,1992.07,758,3455.35,78,355.56,16,72.94,989.2,5875.92
Oregoncity,OH,95,58730,18334,1.11,96.77,0.52,3.41,34704,7.67,24.14,6.57,59.01,2.6,,,0,0,7,38.13,34,185.23,33,179.78,134,730.01,759,4134.89,97,528.44,7,38.13,403.14,5431.47
Freeportcity,TX,,,11389,15.27,62.22,0.28,38.59,21483,24.2,41.9,9.57,57.57,11.15,,,0,0,1,8.11,11,89.26,61,494.97,140,1135.99,411,3334.96,84,681.6,6,48.69,592.34,5201.23
Edwardsvillecity,IL,,,14579,7.31,91.15,1.17,0.77,32733,9,15.12,4.28,61.6,2,,,1,6.56,,,7,45.95,24,157.54,88,577.66,396,2599.45,16,105.03,2,13.13,,3295.26
Penntownship,PA,129,58880,15945,0.46,99.05,0.4,0.37,33219,3.75,17.69,5.87,60.26,1.18,,,0,0,5,42.17,5,42.17,2,16.87,59,497.64,331,2791.84,18,151.82,7,59.04,101.21,3500.34
LowerMorelandtownship,PA,91,45008,11768,0.31,96.46,3.2,0.67,60925,2.33,8.97,2.72,61.62,8.83,,,0,0,1,8.36,3,25.07,6,50.14,55,459.6,157,1311.94,39,325.9,1,8.36,83.56,2105.79
Manheimtownship,PA,71,46896,28880,1.06,96.63,1.81,1.04,41450,2.42,17.21,2.34,62.04,3.39,,,0,0,1,3.4,18,61.28,18,61.28,98,333.63,736,2505.62,43,146.39,3,10.21,125.96,2995.85
SanBernardinocity,CA,,,164164,16.01,60.64,4,34.57,25533,22.79,31.91,10.69,54.27,15.47,623.7,546841.19,82,44.9,129,70.63,1550,848.7,3805,2083.42,4740,2595.38,8410,4604.89,3596,1968.99,144,78.85,3047.66,9248.11
WestHollywoodcity,CA,,,36118,3.42,90.18,3.1,8.73,29314,11.43,15.06,7.04,65.31,34.01,,,5,14.44,26,75.11,485,1401.09,352,1016.87,675,1949.97,1838,5309.68,869,2510.4,20,57.78,2507.51,9827.83
Rochestercity,NY,55,63000,231636,31.53,61.09,1.76,8.66,22785,23.5,31.21,8.8,57.84,6.23,272.2,234798.09,64,27.74,159,68.91,1638,709.86,843,365.33,6340,2747.57,13522,5860.05,2954,1280.18,348,150.81,1171.84,10038.61
Normancity,OK,,,80071,3.57,87.49,3.21,2.38,25165,15.04,12.86,6.05,63.66,4.32,137.8,52966.8,2,2.28,34,38.71,38,43.27,128,145.74,1040,1184.17,3009,3426.13,302,343.87,10,11.39,230,4965.56
TheColonycity,TX,,,22113,4.77,88.62,1.76,8.61,42743,2.85,10.07,4.49,80.02,5.06,,,0,0,1,3.71,5,18.54,32,118.64,168,622.85,527,1953.81,43,159.42,25,92.69,140.88,2828.75
Gladstonecity,OR,,,10152,0.46,95.69,2.24,2.12,32069,3.89,14.44,3.65,65.17,3.4,,,0,0,5,45.5,9,81.89,17,154.69,99,900.82,382,3475.89,67,609.65,7,63.69,282.07,5050.05
Lowellcity,MA,17,37000,103439,2.39,81.07,11.11,10.15,29351,17.99,34.21,10.68,58.39,16.43,183.3,95684.9,6,6.21,49,50.74,302,312.7,874,904.97,2244,2323.51,3126,3236.76,1961,2030.48,166,171.88,1274.62,7762.64
LaPortecity,TX,,,27910,7.1,85.31,1.01,14.3,41733,8.82,18.36,5.22,69.45,4.37,,,1,3.17,22,69.83,15,47.61,83,263.46,182,577.7,517,1641.06,78,247.59,5,15.87,384.08,2482.22
Victoriacity,TX,,,55076,7.94,76.92,0.41,37.85,25576,18.88,29.31,6.83,60.19,3.23,,,4,6.48,21,34.02,82,132.85,469,759.83,1116,1808.05,3049,4939.73,246,398.55,21,34.02,933.19,7180.35
Gainesvillecity,GA,,,17885,23.5,68.77,1.2,7.91,25689,18.74,31.82,5.04,61.93,8.79,,,3,15.09,8,40.25,47,236.44,187,940.74,223,1121.84,1175,5911.06,139,699.27,11,55.34,1232.52,7787.5
Yarmouthtown,MA,1,82525,21174,1.09,97.64,0.4,1.4,27222,9.5,14.01,7.93,48.64,5.19,,,0,0,9,40.09,9,40.09,82,365.24,280,1247.16,592,2636.85,56,249.43,7,31.18,445.41,4164.63
Soloncity,OH,35,72928,18548,3.37,93.69,2.75,0.46,54005,2.48,11.44,2.32,67.82,5.62,,,0,0,0,0,5,24.32,7,34.05,50,243.19,304,1478.6,40,194.55,0,0,58.37,1916.34
Davenportcity,IA,,,95333,7.89,89.13,1.05,3.46,26218,15.59,21.19,6.51,61.58,2.46,145.8,87443.4,4,4.11,65,66.73,290,297.71,1166,1197,1837,1885.84,5551,5698.59,415,426.03,66,67.75,1565.55,8078.23
Raleighcity,NC,,,207951,27.58,69.18,2.47,1.41,32451,11.8,13.44,3.97,68.92,5.02,171.4,90342.7,27,11.21,94,39.02,795,330.02,1114,462.45,2947,1223.37,9395,3900.1,883,366.56,29,12.04,842.7,5502.07
Rexburgcity,ID,,,14302,0.29,96,1.53,3.08,19183,41.77,11.88,8.7,43.97,5.03,,,0,0,1,6.72,0,0,7,47.01,45,302.22,555,3727.33,10,67.16,1,6.72,53.73,4103.43
Camdencity,NJ,7,10000,87492,56.42,19,1.32,31.17,17386,36.56,50.33,16.3,46.1,3.93,349.4,190739.59,42,50.42,90,108.05,1654,1985.69,1155,1386.62,4039,4848.97,3926,4713.31,1816,2180.18,306,367.36,3530.78,12109.83
Cranberrytownship,PA,19,16920,14816,0.47,98.97,0.38,0.45,41006,2.54,9.51,4.56,71.33,1.49,,,0,0,1,6.64,0,0,0,0,32,212.38,184,1221.21,24,159.29,0,0,6.64,1592.89
ElMontecity,CA,,,106209,0.99,62.23,11.76,72.49,28034,22.51,55.72,9.4,58.34,48.42,107.4,140705.41,19,18.06,45,42.78,625,594.18,698,663.58,1357,1290.08,2184,2076.3,1199,1139.87,74,70.35,1318.6,4576.61
Hudsontown,NH,11,37940,19530,0.56,97.98,1.05,1.08,47859,2.89,14.96,6.71,75.22,4.66,,,0,0,6,30.4,3,15.2,9,45.6,67,339.5,318,1611.35,35,177.35,5,25.34,91.21,2153.53
Austincity,TX,,,465622,12.43,70.56,3.04,22.95,25414,17.93,17.67,6.32,67.27,8.51,158.4,98923,37,7.37,271,53.98,1555,309.75,1148,228.68,8453,1683.8,35647,7100.74,4357,867.9,610,121.51,599.78,9773.95
OldBridgetownship,NJ,23,54705,56475,3.35,89.44,6.14,5.01,47482,3.47,16.79,4.49,70.08,11.76,147.9,120777.8,1,1.7,3,5.1,30,50.98,49,83.28,318,540.44,964,1638.31,263,446.97,20,33.99,141.06,2659.71
Hannibalcity,MO,,,18004,6.34,92.68,0.44,0.48,20095,19.21,31.64,9.47,54.03,0.82,,,0,0,9,49.29,7,38.33,104,569.52,217,1188.32,865,4736.87,31,169.76,10,54.76,657.14,6149.72
Worcestercity,MA,27,82000,169759,4.52,87.08,2.81,9.58,28955,15.3,27.09,8.27,56,8.88,235.7,95426.2,12,7.22,77,46.3,628,377.65,,,3404,2047.03,5221,3139.7,1692,1017.5,,,,
Greenwoodcity,SC,,,20807,43.14,56.11,0.41,0.52,18683,22.9,43.05,7.69,54.49,1.2,,,5,21.53,19,81.83,63,271.33,583,2510.87,307,1322.19,1012,4358.5,66,284.25,3,12.92,2885.57,5977.86
Snydercity,TX,,,12195,4.18,74.12,0.22,27.56,23497,18.61,36.01,7.89,54.69,2.71,,,0,0,3,24.22,0,0,90,726.51,65,524.7,245,1977.72,4,32.29,1,8.07,750.73,2542.78
TarponSpringscity,FL,,,17906,8.04,90.62,0.69,1.8,25380,10.82,25.82,6.91,48.87,10.66,,,1,5.08,9,45.73,32,162.61,152,772.4,198,1006.15,565,2871.08,28,142.28,0,0,985.82,4019.51
Keizercity,OR,,,21884,0.5,93.04,1.41,5.65,31063,7.05,18.15,5.55,64.43,4.49,,,0,0,7,25.5,13,47.36,19,69.22,174,633.93,838,3053.05,97,353.4,11,40.08,142.09,4080.44
LincolnParkborough,NJ,27,40290,10978,0.95,94.72,3.63,3.47,53781,1.6,17.16,3.8,69.07,12.07,,,0,0,0,0,0,0,11,98.73,24,215.4,111,996.23,13,116.68,1,8.98,98.73,1337.28
Lackawannacity,NY,29,40189,20585,8.79,88.47,0.35,5.09,21310,16.68,34.17,8.55,51.86,5.86,,,0,0,3,14.91,35,174.01,252,1252.86,192,954.56,387,1924.03,136,676.15,,,1441.78,
Englewoodcity,OH,,,11432,1.62,97.38,0.69,0.51,37087,3.14,15.77,3.15,65.38,1.24,,,0,0,2,17.66,3,26.49,7,61.81,55,485.65,558,4927.15,36,317.88,7,61.81,105.96,5792.49
Roanokecity,VA,770,68000,96397,24.27,74.59,0.74,0.69,22591,16.08,32.03,5.47,58.89,1.57,247.9,93862.1,11,11.27,32,32.78,217,222.3,305,312.45,118,120.88,4398,4505.41,315,322.69,57,58.39,578.8,5007.38
KansasCitycity,MO,,,435146,29.59,66.78,1.2,3.91,26713,15.32,21.2,7.23,62.88,2.85,257.7,225057.7,153,34.34,515,115.59,3891,873.3,6402,1436.88,12106,2717.1,23611,5299.3,8487,1904.84,527,118.28,2460.11,10039.52
Florencecity,AL,,,36426,17.07,82.14,0.43,0.49,21459,18.55,29.79,6.99,54.09,0.64,,,4,10.79,9,24.28,30,80.94,182,491.02,345,930.77,1308,3528.84,66,178.06,,,607.03,
Cortlandcity,NY,23,18388,19801,1.4,97.26,0.59,1.28,22550,20.2,24.93,6.3,52.39,3.35,,,0,0,8,40.1,9,45.11,24,120.29,172,862.07,804,4029.67,30,150.36,15,75.18,205.49,5117.28
Norwalkcity,CA,,,94279,3.25,55.83,12.41,47.86,38124,9.29,35.34,6.64,61.29,28.25,,,6,5.93,33,32.59,393,388.15,757,747.65,1079,1065.68,1794,1771.85,1172,1157.53,21,20.74,1174.32,4015.8
Yonkerscity,NY,119,84000,188082,14.11,76.21,3,16.74,36376,11.03,26.45,6.48,58.85,20.24,286.1,235313.8,19,10.37,34,18.56,852,465.18,446,243.51,1682,918.34,4593,2507.7,1868,1019.9,89,48.59,737.62,4494.53
BocaRatoncity,FL,,,61492,2.9,94.38,1.9,5.59,42314,5.51,11.56,3.29,58.08,13.33,183.9,150923.3,7,10.38,21,31.14,82,121.6,133,197.22,919,1362.77,2393,3548.55,385,570.91,7,10.38,360.34,5492.62
Hamburgtownship,MI,93,36100,13083,1.47,97.91,0.26,0.68,48481,3.23,15.53,3.55,69.89,2.61,,,0,0,,,2,14.88,11,81.83,55,409.17,218,1621.78,21,156.23,3,22.32,,2209.49
Northfieldcity,MN,131,46924,14514,0.73,96.33,2.08,1.38,30613,10.89,15.48,3.05,64.93,2.82,,,0,0,4,24.85,1,6.21,12,74.54,62,385.12,425,2639.92,25,155.29,6,37.27,105.6,3217.59
ThousandOakscity,CA,,,104352,1.22,90.4,4.78,9.6,56856,4.22,10.22,3.95,70.54,13.52,,,3,2.69,22,19.72,65,58.28,251,225.03,649,581.86,1892,1696.27,344,308.41,50,44.83,305.72,2631.37
Rosevillecity,MN,123,55852,33485,1.64,95.09,2.55,1.13,37862,3.71,11.41,3.56,66.8,3.77,,,0,0,,,11,32.95,19,56.91,198,593.06,1730,5181.81,134,401.37,9,26.96,,6203.2
Brunswickcity,GA,,,16433,58.24,40.93,0.43,0.89,17959,26.25,37.67,9.38,52.51,1.02,,,7,38.69,18,99.5,100,552.76,253,1398.49,438,2421.09,1225,6771.32,116,641.2,0,0,2089.44,9833.62
Goldsborocity,NC,,,40709,47.44,50.33,1.32,1.47,19955,21.16,25.12,4.96,62.3,1.9,,,6,13.1,20,43.66,207,451.9,444,969.28,910,1986.6,2419,5280.85,202,440.98,12,26.2,1477.94,7734.63
SanJosecity,CA,,,782248,4.7,62.8,19.54,26.64,46206,9.31,22.84,5.54,68.79,26.47,47,37041.6,41,4.98,391,47.52,1186,144.13,3699,449.54,6014,730.88,21398,2600.49,4014,487.82,318,38.65,646.17,3857.83
Oneontacity,NY,77,54881,13954,2.13,96.03,1.18,2.13,20628,23.4,20.13,5.3,49.48,3.28,,,0,0,2,15.35,2,15.35,13,99.75,71,544.77,266,2040.97,7,53.71,2,15.35,130.44,2654.8
Folsomcity,CA,,,29802,9.9,83.97,3.46,10.89,46726,5.17,15.77,4.16,49.1,7.75,,,0,0,4,10.05,17,42.71,55,138.18,226,567.81,765,1922.01,106,266.32,0,0,190.95,2756.14
LongBeachcity,NY,59,43335,33510,7.76,87.03,1.67,10.77,41495,8.31,17.01,5.54,60.41,13.94,,,2,5.86,1,2.93,57,166.9,71,207.89,284,831.55,547,1601.62,206,603.17,,,383.57,
Farmingtoncity,NM,,,33997,0.81,77.09,0.36,15.97,28911,15.23,20.14,7.17,62,1.61,,,2,5.41,50,135.2,38,102.75,212,573.25,367,992.37,2035,5502.68,99,267.7,14,37.86,816.61,6800.61
Tredyffrintownship,PA,29,77344,28028,3.94,93.73,2.08,0.87,61144,1.8,5.15,2.32,70.11,5.67,,,0,0,0,0,10,35.08,20,70.15,115,403.38,384,1346.94,42,147.32,6,21.05,105.23,1918.69
Shelbyvillecity,TN,,,14049,17.01,81.68,0.85,0.65,20099,19.77,44.71,6.23,57.91,1.25,,,1,6.28,5,31.4,13,81.63,74,464.68,185,1161.7,376,2361.07,22,138.15,3,18.84,583.99,3679.75
Maywoodcity,CA,,,27850,0.41,31.36,0.76,93.11,25567,21.26,72.05,12.22,60.37,58.1,,,6,21.83,3,10.91,80,291.06,149,542.09,147,534.82,358,1302.48,220,800.41,9,32.74,865.9,2670.45
Webstertown,MA,27,73895,16196,0.73,96.91,0.65,2.25,30067,9.27,33.22,6.53,61.04,3.8,,,0,0,9,53.34,4,23.71,46,272.61,199,1179.33,379,2246.06,39,231.12,1,5.93,349.65,3662.44
Tiffincity,OH,147,76778,18604,1.4,97.36,0.67,1.27,24215,10.69,23.57,6.44,57.57,1.6,,,1,5.37,4,21.49,13,69.85,12,64.48,106,569.56,601,3229.27,10,53.73,3,16.12,161.19,3868.68
Hanovertownship,NJ,27,29550,11538,1.04,92.63,6.21,2.31,60688,1.23,15.65,2.97,67.95,11.58,,,0,0,0,0,4,33.47,7,58.57,34,284.5,162,1355.54,15,125.51,1,8.37,92.04,1773.91
Colchestertown,VT,7,14875,14731,0.55,98.29,0.86,0.92,39308,4.44,10.21,3.76,71.51,3.67,,,0,0,3,19.63,0,0,1,6.54,117,765.51,370,2420.83,13,85.06,,,26.17,
Spartanburgcity,SC,,,43467,45.63,53.11,0.91,0.78,22423,21.79,34.09,6.9,56.69,2.37,261.8,117468.1,10,21.82,42,91.64,319,696.01,1194,2605.11,1158,2526.56,3830,8356.42,340,741.82,10,21.82,3414.57,11646.63
Goffstowntown,NH,11,29860,14621,0.29,98.96,0.43,0.88,42160,3.14,18.3,5.66,66.01,3.71,,,2,13.54,3,20.3,4,27.07,14,94.75,58,392.55,267,1807.11,6,40.61,3,20.3,155.67,2260.58
Austincity,MN,99,2908,21907,0.21,98.16,1.19,0.87,22257,10.27,24.27,4.37,53.81,1.34,,,0,0,,,5,22.77,34,154.84,134,610.26,646,2941.98,41,186.72,2,9.11,,3748.06
Hanfordcity,CA,,,30897,5.27,74.08,3.07,29.55,26629,15.65,29.01,9.04,58.01,9.89,,,1,2.93,5,14.64,38,111.28,187,547.6,327,957.57,1284,3759.99,189,553.46,8,23.43,676.45,5294.44
Charlottecity,NC,,,395934,31.78,65.61,1.82,1.41,31873,10.83,19.02,4.16,70.05,3.82,29.4,16539.7,122,22.42,356,65.42,3227,593.04,6020,1106.32,10691,1964.73,26370,4846.13,2972,546.18,389,71.49,1787.2,7428.52
Anacortescity,WA,,,11451,0.54,95.58,1.34,2.03,28919,11.56,18.63,8.03,47.74,4.23,,,0,0,2,15.29,0,0,7,53.51,35,267.54,420,3210.52,25,191.1,8,61.15,68.8,3730.32
Concordcity,NC,,,27347,20.56,78.6,0.55,0.55,25473,12.13,33.83,4.09,62.71,1.21,,,4,12.72,5,15.9,59,187.66,161,512.09,481,1529.9,1203,3826.34,78,248.09,16,50.89,728.37,5655.22
Chattanoogacity,TN,,,152466,33.67,64.97,0.97,0.64,22197,18.18,31.04,6.9,56.09,1.69,239.9,143306.41,38,24.57,154,99.59,709,458.48,2131,1378.03,3144,2033.1,7907,5113.13,2255,1458.22,96,62.08,1960.67,8666.52
MillValleycity,CA,,,13038,1.4,93.83,3.83,2.8,55748,3.28,3.62,2.76,68.44,11.04,,,0,0,4,30.18,10,75.44,24,181.05,182,1372.96,369,2783.65,15,113.16,1,7.54,286.66,4277.31
SugarLandcity,TX,,,24529,4.97,79.18,12.87,8.47,56571,2.5,9.32,4.08,70.61,14.42,,,0,0,0,0,16,50.87,52,165.33,224,712.2,789,2508.58,125,397.43,5,15.9,216.2,3634.11
Portlandcity,TX,,,12224,0.82,91.75,0.49,23.98,37952,7.03,12.32,5.29,66.22,1.59,,,2,14.39,0,0,0,0,10,71.95,90,647.58,334,2403.22,11,79.15,2,14.39,86.34,3144.34
Fallstownship,PA,17,25112,34997,3.54,94.3,1.57,1.73,40287,4.28,17.56,4.5,69.02,3.38,,,0,0,3,8.43,22,61.8,24,67.42,174,488.82,676,1899.09,135,379.26,4,11.24,137.66,2778.4
Peterstownship,PA,125,59608,14467,0.41,98.7,0.79,0.49,53045,2.51,7.86,3.39,62.27,2.52,,,0,0,0,0,2,13.59,1,6.8,35,237.88,167,1135.05,19,129.14,7,47.58,20.39,1549.65
Huntingtoncity,IN,,,16389,0.2,98.33,0.63,0.88,25855,8.8,25.58,5.14,64.07,1.18,,,0,0,3,17.55,6,35.1,160,936.06,93,544.08,388,2269.94,26,152.11,3,17.55,988.71,2983.68
Gaffneycity,SC,,,13145,39.06,59.75,0.97,0.3,21515,20.75,40.53,9.29,57.35,0.88,,,1,6.25,3,18.75,20,124.99,39,243.73,162,1012.44,292,1824.89,34,212.49,0,0,393.73,3049.81
DesMoinescity,WA,,,17283,3.75,88.94,5.19,3.06,32145,7.42,13.79,4.22,63.81,6.01,,,0,0,42,219.67,39,203.97,27,141.21,191,998.95,611,3195.61,140,732.22,10,52.3,564.85,4979.08
